0,477.5
1,476.63633185179
2,475.776308323829
3,474.919902703769
4,474.067088560381
5,473.21783973971
6,472.372130361293
7,471.529934814449
8,470.691227754619
9,469.855984099779
10,469.024179026899
11,468.195787968475
12,467.370786609107
13,466.549150882139
14,465.73085696635
15,464.915881282706
16,464.104200491154
17,463.295791487482
18,462.490631400214
19,461.688697587569
20,460.889967634459
21,460.094419349545
22,459.302030762326
23,458.512780120291
24,457.726645886102
25,456.943606734829
26,456.16364155123
27,455.386729427068
28,454.612849658472
29,453.841981743346
30,453.074105378806
31,452.30920045867
32,451.547247070977
33,450.788225495547
34,450.032116201586
35,449.278899845314
36,448.528557267642
37,447.781069491879
38,447.036417721472
39,446.294583337784
40,445.555547897908
41,444.819293132505
42,444.085800943684
43,443.355053402908
44,442.627032748936
45,441.901721385792
46,441.179101880763
47,440.459156962433
48,439.741869518742
49,439.027222595071
50,438.315199392363
51,437.605783265263
52,436.898957720292
53,436.194706414041
54,435.493013151401
55,434.793861883811
56,434.097236707528
57,433.403121861937
58,432.711501727868
59,432.022360825948
60,431.335683814976
61,430.651455490314
62,429.969660782309
63,429.290284754734
64,428.613312603252
65,427.938729653899
66,427.266521361593
67,426.596673308661
68,425.929171203385
69,425.264000878576
70,424.601148290155
71,423.94059951577
72,423.282340753415
73,422.626358320084
74,421.97263865043
75,421.321168295456
76,420.671933921208
77,420.024922307502
78,419.380120346659
79,418.737515042256
80,418.097093507905
81,417.45884296603
82,416.822750746684
83,416.188804286359
84,415.556991126828
85,414.927298913996
86,414.299715396767
87,413.674228425927
88,413.050825953042
89,412.429496029369
90,411.810226804784
91,411.193006526721
92,410.577823539129
93,409.96466628144
94,409.353523287549
95,408.744383184812
96,408.137234693055
97,407.532066623592
98,406.928867878264
99,406.32762744848
100,405.728334414285
101,405.13097794342
102,404.535547290415
103,403.942031795678
104,403.350420884606
105,402.760704066698
106,402.17287093469
107,401.586911163689
108,401.002814510333
109,400.420570811943
110,399.840169985703
111,399.261602027841
112,398.684857012821
113,398.109925092548
114,397.536796495581
115,396.965461526357
116,396.395910564422
117,395.828134063676
118,395.262122551622
119,394.697866628631
120,394.135356967208
121,393.574584311274
122,393.015539475454
123,392.458213344374
124,391.902596871962
125,391.34868108077
126,390.79645706129
127,390.245915971285
128,389.697049035131
129,389.149847543161
130,388.60430285102
131,388.060406379026
132,387.518149611544
133,386.977524096358
134,386.438521444059
135,385.901133327439
136,385.365351480886
137,384.831167699793
138,384.298573839974
139,383.767561817078
140,383.238123606024
141,382.71025124043
142,382.183936812056
143,381.659172470252
144,381.135950421407
145,380.614262928416
146,380.094102310142
147,379.57546094089
148,379.058331249886
149,378.542705720761
150,378.028576891043
151,377.51593735165
152,377.004779746398
153,376.495096771506
154,375.986881175109
155,375.480125756778
156,374.974823367045
157,374.470966906935
158,373.968549327497
159,373.467563629348
160,372.968002862219
161,372.469860124506
162,371.973128562822
163,371.477801371564
164,370.983871792477
165,370.491333114223
166,370.000178671956
167,369.510401846908
168,369.021996065967
169,368.534954801271
170,368.049271569802
171,367.56493993298
172,367.081953496274
173,366.600305908801
174,366.119990862945
175,365.641002093965
176,365.163333379626
177,364.686978539811
178,364.211931436158
179,363.738185971691
180,363.265736090454
181,362.79457577715
182,362.324699056791
183,361.856099994343
184,361.388772694374
185,360.922711300716
186,360.457909996121
187,359.994363001923
188,359.532064577705
189,359.071009020973
190,358.611190666822
191,358.152603887619
192,357.695243092683
193,357.239102727964
194,356.784177275736
195,356.330461254283
196,355.877949217595
197,355.426635755064
198,354.976515491186
199,354.527583085258
200,354.079833231093
201,353.633260656722
202,353.187860124111
203,352.743626428871
204,352.300554399984
205,351.858638899517
206,351.417874822348
207,350.978257095895
208,350.539780679843
209,350.102440565879
210,349.666231777423
211,349.23114936937
212,348.797188427827
213,348.364344069862
214,347.93261144324
215,347.50198572618
216,347.072462127104
217,346.644035884385
218,346.21670226611
219,345.790456569833
220,345.36529412234
221,344.941210279407
222,344.518200425571
223,344.096259973892
224,343.675384365729
225,343.255569070507
226,342.836809585495
227,342.419101435581
228,342.002440173055
229,341.586821377383
230,341.172240654996
231,340.758693639074
232,340.346175989335
233,339.934683391821
234,339.524211558692
235,339.114756228021
236,338.706313163589
237,338.298878154678
238,337.892447015881
239,337.487015586892
240,337.082579732317
241,336.679135341479
242,336.276678328222
243,335.875204630722
244,335.474710211298
245,335.075191056225
246,334.676643175548
247,334.279062602898
248,333.882445395313
249,333.486787633052
250,333.092085419422
251,332.698334880599
252,332.305532165455
253,331.913673445378
254,331.522754914109
255,331.132772787567
256,330.743723303678
257,330.355602722215
258,329.968407324626
259,329.582133413872
260,329.196777314268
261,328.812335371315
262,328.428803951549
263,328.046179442375
264,327.664458251918
265,327.283636808861
266,326.903711562297
267,326.524678981574
268,326.146535556144
269,325.769277795415
270,325.392902228602
271,325.01740540458
272,324.642783891741
273,324.269034277846
274,323.896153169886
275,323.524137193939
276,323.152982995029
277,322.782687236988
278,322.41324660232
279,322.044657792062
280,321.676917525648
281,321.31002254078
